word,set,usas_tag,usas_top_level,usas_top_level_name
struggle,remained,X8+,X,"Psychological Actions, States and Processes"
student,remained,P1/S2mf,P,Education
study,remained,P1,P,Education
stuff,remained,M2,M,"Movement, Location, Travel and Transport"
stupid,remained,S1.2.6-,S,"Social Actions, States and Processes"
subject,remained,A1.1.1,A,General and Abstract Terms
substance,remained,O1,O,"Substances, Materials, Objects and Equipment"
succeed,remained,X9.2+,X,"Psychological Actions, States and Processes"
success,remained,X9.2+,X,"Psychological Actions, States and Processes"
such,remained,Z5,Z,Names and Grammar
sudden,remained,N3.8+,N,Numbers and Measurement
suffer,remained,E4.1-,E,Emotion
sugar,remained,F1,F,Food and Farming
suggest,remained,Q2.2,Q,Language and Communication
suggestion,remained,Q2.2,Q,Language and Communication
suit,remained,B5,B,The Body and the Individual
summer,remained,T1.3,T,Time
sun,remained,K1/W4,K,"Entertainment, Sports and Games"
supply,remained,A9-,A,General and Abstract Terms
support,remained,S8+,S,"Social Actions, States and Processes"
suppose,remained,X2.1,X,"Psychological Actions, States and Processes"
sure,remained,A7+,A,General and Abstract Terms
surface,remained,M6,M,"Movement, Location, Travel and Transport"
surprise,remained,X2.6-,X,"Psychological Actions, States and Processes"
surround,remained,M6,M,"Movement, Location, Travel and Transport"
suspect,remained,A5.1-,A,General and Abstract Terms
swear,remained,Q2.2/S1.2.4-,Q,Language and Communication
sweep,remained,B4,B,The Body and the Individual
sweet,remained,F1,F,Food and Farming
swim,remained,M4,M,"Movement, Location, Travel and Transport"
swing,remained,M1,M,"Movement, Location, Travel and Transport"
system,remained,X4.2,X,"Psychological Actions, States and Processes"
table,remained,Q2.2,Q,Language and Communication
tail,remained,L2,L,Life and Living Things
take,remained,Q4.3,Q,Language and Communication
talk,remained,Q2.1,Q,Language and Communication
tall,remained,N3.7+,N,Numbers and Measurement
tap,remained,O2,O,"Substances, Materials, Objects and Equipment"
taste,remained,X3.1,X,"Psychological Actions, States and Processes"
tax,remained,I1.1/G1.1,I,Money and Commerce in Industry
taxi,remained,M3fn,M,"Movement, Location, Travel and Transport"
tea,remained,F2,F,Food and Farming
teach,remained,P1,P,Education
tear,remained,A1.1.1,A,General and Abstract Terms
telephone,remained,Q1.3,Q,Language and Communication
tell,remained,Q2.2,Q,Language and Communication
temperature,remained,O4.6,O,"Substances, Materials, Objects and Equipment"
tend,remained,A6.2+,A,General and Abstract Terms
tender,remained,I2.2,I,Money and Commerce in Industry
tent,remained,K1,K,"Entertainment, Sports and Games"
term,remained,Q2.2,Q,Language and Communication
terrible,remained,A5.1-,A,General and Abstract Terms
test,remained,P1,P,Education
than,remained,Z5,Z,Names and Grammar
thank,remained,S1.2.4+,S,"Social Actions, States and Processes"
that,remained,A13.3,A,General and Abstract Terms
the,remained,Z5,Z,Names and Grammar
theater,remained,K4/H1,K,"Entertainment, Sports and Games"
then,remained,T1.1.1,T,Time
there,remained,Z5,Z,Names and Grammar
therefore,remained,Z5,Z,Names and Grammar
they,remained,Z8mfn,Z,Names and Grammar
thick,remained,N3.7+,N,Numbers and Measurement
thin,remained,N5-/A2.1,N,Numbers and Measurement
thing,remained,O2,O,"Substances, Materials, Objects and Equipment"
think,remained,X2.1,X,"Psychological Actions, States and Processes"
thirst,remained,B1/F2,B,The Body and the Individual
this,remained,A13.3,A,General and Abstract Terms
though,remained,Z5,Z,Names and Grammar
threat,remained,E3-/Q2.2,E,Emotion
threaten,remained,E3-/Q2.2,E,Emotion
throat,remained,B1,B,The Body and the Individual
through,remained,M6,M,"Movement, Location, Travel and Transport"
throw,remained,M2,M,"Movement, Location, Travel and Transport"
thus,remained,Z5/A2.2,Z,Names and Grammar
ticket,remained,Q1.2,Q,Language and Communication
tie,remained,A2.2,A,General and Abstract Terms
tight,remained,A1.7+,A,General and Abstract Terms
till,remained,I1/O2,I,Money and Commerce in Industry
time,remained,X7+/T1,X,"Psychological Actions, States and Processes"
tip,remained,M2,M,"Movement, Location, Travel and Transport"
tire,remained,B1,B,The Body and the Individual
title,remained,Q2.2,Q,Language and Communication
to,remained,Z5,Z,Names and Grammar
today,remained,T1.1.2,T,Time
together,remained,S5+,S,"Social Actions, States and Processes"
tomorrow,remained,T1.1.3,T,Time
tongue,remained,Q2.1,Q,Language and Communication
tonight,remained,T1.1.2,T,Time
too,remained,N5++,N,Numbers and Measurement
tool,remained,C1,C,Arts and Crafts
tooth,remained,B1,B,The Body and the Individual
top,remained,A11.1++,A,General and Abstract Terms
total,remained,A13.2,A,General and Abstract Terms
touch,remained,X3.3,X,"Psychological Actions, States and Processes"
tough,remained,E3-/S2mf,E,Emotion
tour,remained,M1,M,"Movement, Location, Travel and Transport"
toward,remained,Z5,Z,Names and Grammar
tower,remained,H1,H,"Architecture, Housing and the Home"
town,remained,M7,M,"Movement, Location, Travel and Transport"
toy,remained,X2.1,X,"Psychological Actions, States and Processes"
track,remained,X2.4,X,"Psychological Actions, States and Processes"
trade,remained,I2.2,I,Money and Commerce in Industry
train,remained,P1,P,Education
translate,remained,Q3,Q,Language and Communication
trap,remained,A1.7+,A,General and Abstract Terms
travel,remained,M1,M,"Movement, Location, Travel and Transport"
treat,remained,E4.2+,E,Emotion
tree,remained,L3,L,Life and Living Things
trial,remained,X2.4,X,"Psychological Actions, States and Processes"
trick,remained,G2.2-,G,Government and Public
trip,remained,M1,M,"Movement, Location, Travel and Transport"
trouble,remained,E6-,E,Emotion
true,remained,A5.2+,A,General and Abstract Terms
trust,remained,E6+,E,Emotion
truth,remained,A5.2+,A,General and Abstract Terms
try,remained,X8+,X,"Psychological Actions, States and Processes"
tube,remained,O2,O,"Substances, Materials, Objects and Equipment"
tune,remained,K2,K,"Entertainment, Sports and Games"
turn,remained,N4,N,Numbers and Measurement
twist,remained,M2,M,"Movement, Location, Travel and Transport"
type,remained,A4.1,A,General and Abstract Terms
ugly,remained,O4.2-,O,"Substances, Materials, Objects and Equipment"
uncle,remained,S4m,S,"Social Actions, States and Processes"
under,remained,A13.6,A,General and Abstract Terms
understand,remained,X2.5+,X,"Psychological Actions, States and Processes"
union,remained,I3.1/S5+c,I,Money and Commerce in Industry
unit,remained,S5+c,S,"Social Actions, States and Processes"
unite,remained,S5+,S,"Social Actions, States and Processes"
universal,remained,W3,W,World and Environment
universe,remained,W1,W,World and Environment
university,remained,P1/H1c,P,Education
unless,remained,Z5,Z,Names and Grammar
until,remained,Z5,Z,Names and Grammar
up,remained,N5+/A2.1,N,Numbers and Measurement
upon,remained,Z5,Z,Names and Grammar
upper,remained,M6,M,"Movement, Location, Travel and Transport"
upset,remained,E4.1-,E,Emotion
urge,remained,Q2.2,Q,Language and Communication
use,remained,A1.5.1,A,General and Abstract Terms
usual,remained,A6.2+,A,General and Abstract Terms
valley,remained,W3,W,World and Environment
valuable,remained,I1.3+,I,Money and Commerce in Industry
value,remained,A11.1+,A,General and Abstract Terms
variety,remained,A6.3+,A,General and Abstract Terms
various,remained,A6.3+,A,General and Abstract Terms
verb,remained,Q3,Q,Language and Communication
very,remained,A13.3,A,General and Abstract Terms
vessel,remained,M4fn,M,"Movement, Location, Travel and Transport"
victory,remained,X9.2+,X,"Psychological Actions, States and Processes"
view,remained,X2.1,X,"Psychological Actions, States and Processes"
village,remained,M7,M,"Movement, Location, Travel and Transport"
violence,remained,E3-,E,Emotion
violent,remained,E3-,E,Emotion
visit,remained,S1.1.1,S,"Social Actions, States and Processes"
visitor,remained,S1.1.1/S2mf,S,"Social Actions, States and Processes"
voice,remained,Q2.1,Q,Language and Communication
vote,remained,G1.2,G,Government and Public
wage,remained,I1.1/I3.1,I,Money and Commerce in Industry
wait,remained,T1.3,T,Time
wake,remained,B1,B,The Body and the Individual
walk,remained,M1,M,"Movement, Location, Travel and Transport"
wall,remained,H2,H,"Architecture, Housing and the Home"
wander,remained,M1,M,"Movement, Location, Travel and Transport"
want,remained,X7+,X,"Psychological Actions, States and Processes"
war,remained,G3,G,Government and Public
warm,remained,O4.6+,O,"Substances, Materials, Objects and Equipment"
warn,remained,X2.2+/A15-,X,"Psychological Actions, States and Processes"
wash,remained,B4,B,The Body and the Individual
waste,remained,N5.2+,N,Numbers and Measurement
watch,remained,X3.4,X,"Psychological Actions, States and Processes"
water,remained,O1.2,O,"Substances, Materials, Objects and Equipment"
wave,remained,W3/M4,W,World and Environment
way,remained,A13.3,A,General and Abstract Terms
we,remained,Z8,Z,Names and Grammar
weak,remained,S1.2.5-,S,"Social Actions, States and Processes"
wealth,remained,I1.1+,I,Money and Commerce in Industry
weapon,remained,G3,G,Government and Public
wear,remained,B5,B,The Body and the Individual
weather,remained,A1.1.1,A,General and Abstract Terms
week,remained,T1.3,T,Time
weekend,remained,T1.3,T,Time
weigh,remained,N3.5,N,Numbers and Measurement
weight,remained,N3.5+,N,Numbers and Measurement
welcome,remained,Z4,Z,Names and Grammar
well,remained,Z4,Z,Names and Grammar
west,remained,M6,M,"Movement, Location, Travel and Transport"
western,remained,Q4.3,Q,Language and Communication
wet,remained,O1.2,O,"Substances, Materials, Objects and Equipment"
what,remained,Z8,Z,Names and Grammar
whatever,remained,Z8,Z,Names and Grammar
wheel,remained,M2,M,"Movement, Location, Travel and Transport"
when,remained,Z5,Z,Names and Grammar
whenever,remained,Z5,Z,Names and Grammar
where,remained,M6,M,"Movement, Location, Travel and Transport"
wherever,remained,M6,M,"Movement, Location, Travel and Transport"
whether,remained,Z5,Z,Names and Grammar
which,remained,Z5,Z,Names and Grammar
while,remained,Z5,Z,Names and Grammar
whisper,remained,Q2.1/X3.2-,Q,Language and Communication
white,remained,O4.3,O,"Substances, Materials, Objects and Equipment"
who,remained,Z8,Z,Names and Grammar
whole,remained,N5.1+,N,Numbers and Measurement
why,remained,A2.2,A,General and Abstract Terms
wide,remained,N3.7+,N,Numbers and Measurement
wife,remained,S4f,S,"Social Actions, States and Processes"
wild,remained,E3-,E,Emotion
will,remained,X7+,X,"Psychological Actions, States and Processes"
win,remained,X9.2+/S7.3,X,"Psychological Actions, States and Processes"
wind,remained,M2,M,"Movement, Location, Travel and Transport"
window,remained,H2,H,"Architecture, Housing and the Home"
wine,remained,F2,F,Food and Farming
wing,remained,E3-,E,Emotion
winter,remained,H4/T1.3,H,"Architecture, Housing and the Home"
wipe,remained,B4,B,The Body and the Individual
wire,remained,A1.7+,A,General and Abstract Terms
wise,remained,S1.2.6+,S,"Social Actions, States and Processes"
wish,remained,X7+,X,"Psychological Actions, States and Processes"
with,remained,Z5,Z,Names and Grammar
within,remained,Z5,Z,Names and Grammar
without,remained,Z5,Z,Names and Grammar
witness,remained,G2.1/S2mf,G,Government and Public
woman,remained,S2.1f,S,"Social Actions, States and Processes"
wonder,remained,A5.1+,A,General and Abstract Terms
wood,remained,O1.1,O,"Substances, Materials, Objects and Equipment"
wooden,remained,O1.1,O,"Substances, Materials, Objects and Equipment"
word,remained,Q3,Q,Language and Communication
work,remained,I3.1,I,Money and Commerce in Industry
world,remained,W1,W,World and Environment
worry,remained,E6-,E,Emotion
worth,remained,I1.3,I,Money and Commerce in Industry
would,remained,A7+,A,General and Abstract Terms
wrap,remained,B5,B,The Body and the Individual
write,remained,Q1.2,Q,Language and Communication
wrong,remained,G2.2-,G,Government and Public
yard,remained,H3,H,"Architecture, Housing and the Home"
year,remained,T1.3,T,Time
yellow,remained,O4.3,O,"Substances, Materials, Objects and Equipment"
yes,remained,Z4,Z,Names and Grammar
yesterday,remained,T1.1.1,T,Time
yet,remained,T1.1.2,T,Time
yield,remained,I1.1,I,Money and Commerce in Industry
you,remained,Z8mf,Z,Names and Grammar
young,remained,T3-,T,Time
youth,remained,T3-/S2mf,T,Time
abandon,added,A1.7-,A,General and Abstract Terms
abortion,added,B3,B,The Body and the Individual
absolutely,added,A13.2,A,General and Abstract Terms
abstract,added,A1.6,A,General and Abstract Terms
abuse,added,E3-,E,Emotion
academic,added,P1,P,Education
acceptable,added,A5.1+,A,General and Abstract Terms
access,added,M1,M,"Movement, Location, Travel and Transport"
accommodation,added,H4,H,"Architecture, Housing and the Home"
accompany,added,S3.1,S,"Social Actions, States and Processes"
accomplish,added,X9.2+,X,"Psychological Actions, States and Processes"
accurate,added,A5.3+,A,General and Abstract Terms
achieve,added,A9+,A,General and Abstract Terms
achievement,added,X9.2+,X,"Psychological Actions, States and Processes"
acknowledge,added,Q2.2,Q,Language and Communication
acquire,added,A9+,A,General and Abstract Terms
acquisition,added,A9+,A,General and Abstract Terms
activity,added,A1.1.1,A,General and Abstract Terms
actually,added,A5.4+,A,General and Abstract Terms
ad,added,A13.4,A,General and Abstract Terms
adapt,added,A2.1+,A,General and Abstract Terms
addition,added,N5++,N,Numbers and Measurement
additional,added,N5++,N,Numbers and Measurement
adequate,added,N5+,N,Numbers and Measurement
adjust,added,A2.1+,A,General and Abstract Terms
adjustment,added,A2.1+,A,General and Abstract Terms
administration,added,S7.1+c,S,"Social Actions, States and Processes"
adult,added,T3+/S2mf,T,Time
advertisement,added,I2.2/Q2.1,I,Money and Commerce in Industry
adviser,added,S8+/S2mf,S,"Social Actions, States and Processes"
advocate,added,Q2.2,Q,Language and Communication
affect,added,A2.2/E1,A,General and Abstract Terms
agenda,added,Q1.2/X7+,Q,Language and Communication
aggressive,added,E3-,E,Emotion
agreement,added,A6.1+,A,General and Abstract Terms
